pIC50,num_atoms,logP,Mol,molecular_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,ring_count,aromatic_rings,logS,electrostatic_potential,shape_index,surface_area,unified_smiles,Cluster
9.4,32,3.4344,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46730>,433.2026366080001,70.82000000000001,1,8,5,5,4,-3.434400000000002,-1.4996267727660448,1233.0675672602356,184.82358112737998,COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nn23)cn1,2
9.4,32,3.9487,<rdkit.Chem.rdchem.Mol object at 0x7b8058a467a0>,449.1730860680001,70.82000000000001,1,8,5,5,4,-3.9487000000000023,-1.4980368168331681,1233.0675672602356,190.9613119513354,COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nn23)cn1,2
9.41,31,1.18848,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46810>,441.169541976,143.78999999999996,2,9,5,4,3,-1.1884799999999995,-1.330878393512553,1263.109353027686,179.75944717603534,CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.44,41,3.8586,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46880>,581.2584372320001,115.10000000000001,3,9,8,5,4,-3.8586000000000027,-2.0241250880530104,1641.919896948154,239.41997031712873,CC(O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,2
9.46,30,3.9851,<rdkit.Chem.rdchem.Mol object at 0x7b8058a468f0>,401.18517497600004,63.92,1,7,5,5,4,-3.9851000000000028,-1.5391993915874032,1167.1971756249648,174.4271671884141,COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12,2
9.46,32,4.0394,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46960>,432.2073876400001,57.93000000000001,1,7,5,5,4,-4.039400000000003,-1.5373630702724097,1248.462101682315,185.60393314643346,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nn12,2
9.46,27,2.2459,<rdkit.Chem.rdchem.Mol object at 0x7b8058a469d0>,386.15249494400007,103.86999999999999,2,6,6,4,3,-2.2459,-1.2845377197213041,1048.6962842072596,157.65750161462356,CCCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.48,37,3.9685,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46a40>,519.241644296,94.86999999999999,2,8,6,5,4,-3.9685000000000032,-1.7633367500415777,1500.0470341031755,217.73031693321332,CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2)CC1,2
9.51,28,2.636,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46ab0>,400.16814500800007,103.86999999999999,2,6,6,4,3,-2.636,-1.3378025932585507,1064.9809161340188,164.02244372902015,CCCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,2
9.52,31,3.2953,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46b20>,415.2120584200001,70.82000000000001,1,8,5,5,4,-3.295300000000002,-1.560932152917684,1162.9869473810008,180.6580457244537,COc1ccc(-c2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)cn1,2
9.57,37,2.7661,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46b90>,540.1613453759999,116.97999999999999,1,9,7,5,4,-2.7661000000000007,-1.6070728834716816,1619.0205288894676,216.0759689025986,CN(c1ccc(-c2cccn3nc(Nc4ccc(CN5CCS(=O)(=O)CC5)cc4)nc23)cc1)S(C)(=O)=O,2
9.59,34,0.4856,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46c00>,506.15184331200004,154.14,2,10,5,5,3,-0.4856000000000023,-1.5038321530009915,1409.3511268652246,197.35137683722058,CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.61,26,1.8558,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46c70>,372.13684488000007,103.86999999999999,2,6,5,4,3,-1.8557999999999997,-1.2321974322489553,1032.4189533389197,151.29255950022693,CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.64,30,3.9851,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46ce0>,401.18517497600004,63.92,1,7,5,5,4,-3.9851000000000028,-1.5393355636746013,1149.9471756249648,174.4271671884141,COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,2
9.64,30,3.74078,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46d50>,415.1732283,93.52,2,6,5,4,3,-3.7407800000000018,-1.2657555850649715,1056.2249806844225,170.5157958412491,N#CCC(N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1)C(F)(F)F,2
9.65,29,2.8804,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46dc0>,414.1837950719999,103.87,2,6,5,4,3,-2.8804000000000007,-1.36491858525227,1110.8667311887373,170.38738584341678,CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)C(C)C)C1,2
9.65,30,2.5291,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46e30>,429.19469410400006,115.90000000000002,3,6,5,4,3,-2.5290999999999997,-1.4913805549951817,1137.2625366355308,176.07262553765327,CC(C)(C)NS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.65,29,2.45338,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46ea0>,408.14807826000003,123.47999999999998,2,8,5,4,3,-2.45338,-1.2302356480224164,1075.5015396729423,171.52346973882592,CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(C(=O)CC#N)C2)n1,2
9.66,34,1.2486,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46f10>,485.23214223200006,123.23999999999998,2,9,5,5,3,-1.2486000000000008,-1.6686274850316682,1270.3707936601024,199.21569635443058,CC1CC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)CN(S(C)(=O)=O)C1,2
9.66,29,2.57888,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46f80>,389.196408356,102.75,2,7,5,5,3,-2.5788800000000007,-1.4437479203409609,1052.3642702007503,168.49184582284465,N#CCC1(N2CCCC(Nc3ncccc3-c3cnc4[nH]ccc4n3)C2)COC1,2
9.67,34,1.3927,<rdkit.Chem.rdchem.Mol object at 0x7b8058a46ff0>,485.232142232,123.24,2,9,6,5,3,-1.3927000000000003,-1.6625354913913994,1254.248645028458,199.2156963544306,CCN1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,2
9.7,27,5.1562,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47060>,381.04804606,61.54,2,2,1,5,5,-5.156200000000002,-0.8698086938986996,1418.4457880232512,154.97780643645183,O=c1[nH]ccc2c3nc(-c4c(F)cccc4Cl)[nH]c3c3ccc(F)cc3c12,2
9.7,28,4.1657,<rdkit.Chem.rdchem.Mol object at 0x7b8058a470d0>,376.15354049999996,69.91000000000001,1,7,6,4,4,-4.165700000000003,-1.4373029077188229,1084.2969740901735,162.05682567245373,COc1cc(Nc2ncc3ccc(-c4ccccc4)n3n2)cc(OC)c1OC,2
9.72,29,2.882,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47140>,414.18379507200007,103.86999999999999,2,6,6,4,3,-2.8820000000000006,-1.3850989321395177,1095.0543077975992,170.38738584341672,CC(C)CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,2
9.72,32,1.2243,<rdkit.Chem.rdchem.Mol object at 0x7b8058a471b0>,459.216492168,132.02999999999997,3,9,8,4,3,-1.2243000000000002,-1.71167088442389,1178.7820766277914,187.28167179257127,CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.75,32,1.4336,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47220>,460.20050775600004,149.01999999999998,4,9,7,4,3,-1.4335999999999998,-1.7560104021327259,1205.0203970045454,186.31607187456396,CC(C)(O)CNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.76,38,1.9724,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47290>,534.2273912000002,136.13,2,10,6,6,4,-1.9723999999999995,-1.8078004206484237,1519.7009289118264,220.76255431264792,CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.77,32,3.6209,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47300>,429.180089596,80.99,1,7,5,5,4,-3.6209000000000016,-1.5369782297795578,1246.227033463938,184.95363140285448,COc1ccccc1-c1ccc2cnc(Nc3ccc(C(=O)N4CCOCC4)cc3)nn12,2
9.77,26,2.6887,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47370>,350.185509324,86.8,2,5,4,4,3,-2.6887000000000008,-1.2757291093569734,934.43386235376,151.4231899366488,CC(C)C(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.77,32,0.8218,<rdkit.Chem.rdchem.Mol object at 0x7b8058a473e0>,458.1848576920001,140.23000000000002,3,9,5,5,3,-0.8217999999999998,-1.659504197556598,1230.5628432140788,185.52021220763,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.78,30,2.94442,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47450>,426.18379507199995,103.86999999999999,2,6,6,5,3,-2.944420000000001,-1.3586048555924573,1171.2082405240944,175.74649680428416,Cc1ccc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC3CC3)C2)n1,2
9.78,30,0.6214,<rdkit.Chem.rdchem.Mol object at 0x7b8058a474c0>,431.1851920400001,154.81,4,9,7,4,3,-0.6214000000000021,-1.711201418188729,1131.6424100759114,174.1318445905874,CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.79,28,2.55432,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47530>,400.16814500800007,103.86999999999999,2,6,5,4,3,-2.5543200000000006,-1.290480180212064,1094.7518483966685,164.02244372902013,CCS(=O)(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,2
9.81,27,3.0788,<rdkit.Chem.rdchem.Mol object at 0x7b8058a475a0>,364.20115938800006,86.8,2,5,5,4,3,-3.078800000000001,-1.3370924842486223,950.3047490891721,157.78813205104544,CC(C)CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.81,31,3.59782,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47610>,460.14482272000004,103.86999999999999,2,6,6,5,3,-3.5978200000000014,-1.2940315980842987,1223.8330498511382,186.0497630311658,Cc1ccc(-c2cnc3[nH]cc(Cl)c3n2)c(NC2CCCN(S(=O)(=O)CC3CC3)C2)n1,2
9.83,27,3.40452,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47680>,384.14653697200004,86.8,2,5,3,4,3,-3.4045200000000015,-1.1858558504305947,1001.0286007549239,161.72645616353051,CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1,2
9.84,35,2.74508,<rdkit.Chem.rdchem.Mol object at 0x7b8058a476f0>,495.2164921680001,152.57999999999998,3,9,6,5,3,-2.7450799999999997,-1.6112221425819693,1342.5210234554302,204.00341299349722,CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.85,27,2.1018,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47760>,386.1524949439999,103.87,2,6,4,4,3,-2.1018,-1.2940219249108502,1064.408913604286,157.65750161462358,CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(C)(=O)=O)C1,2
9.85,29,1.6495,<rdkit.Chem.rdchem.Mol object at 0x7b8058a477d0>,417.158308596,125.99,2,8,6,4,3,-1.6495,-1.3417471746925744,1115.5951586061196,168.35563693947356,CCOc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.86,28,1.9727,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47840>,419.119814912,116.75999999999998,2,8,5,4,3,-1.9726999999999995,-1.2259293132202735,1099.8338934007643,167.00025962093534,CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.86,29,1.3168,<rdkit.Chem.rdchem.Mol object at 0x7b8058a478b0>,416.174293008,119.99999999999999,2,8,5,4,3,-1.3167999999999995,-1.395643406507365,1127.8464660793359,169.00192538017004,CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
9.86,35,1.7812,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47920>,499.247792296,123.24,2,9,6,5,3,-1.7812000000000001,-1.7227386500577986,1285.1389015425,205.58063846882726,CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,2
9.87,31,3.58052,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47990>,442.21509519999995,103.86999999999999,2,6,5,4,3,-3.5805200000000017,-1.432393189927192,1182.1744434380373,183.11727007221,Cc1ccc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC(C)(C)C)C2)n1,2
9.88,27,1.9042,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47a00>,407.0931214960001,116.76,2,7,4,4,3,-1.9042,-1.121356128136436,1085.317245701699,160.81547370805512,CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.89,34,3.288,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47a70>,491.25662566399996,108.49000000000001,1,7,6,4,2,-3.288000000000001,-1.5521904443243297,1055.3451138708776,202.2287849030569,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(OC(=O)C(C)(C)C)C2)CC1,2
9.91,28,1.72748,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47ae0>,397.1320938480001,127.65999999999998,2,7,4,4,3,-1.7274799999999997,-1.182775452992091,1166.13599187144,162.0500812960923,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,2
9.92,26,2.8328,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47b50>,350.185509324,86.8,2,5,5,4,3,-2.8328000000000007,-1.28930110940065,921.0431620855893,151.4231899366488,CCCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.94,36,3.8964,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47bc0>,543.2280415660001,126.95000000000002,1,9,11,4,2,-3.8964000000000016,-1.6971914548161284,1095.936342033489,213.47902182210532,CCOP(=O)(OCC)OC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,2
9.95,28,1.7026,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47c30>,401.16339397600007,107.11,2,6,5,4,3,-1.7025999999999997,-1.368205352482369,1080.2374584371,163.5527127954554,CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
9.95,36,1.9419,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47ca0>,514.2110724400001,157.3,3,9,7,5,3,-1.9419000000000002,-1.8388847731983242,1353.1525179315872,208.77656065086362,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
9.96,28,1.4817,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47d10>,406.2150952,85.43,1,6,5,4,2,-1.4817000000000002,-1.435052372146277,852.9682056766532,166.8888406717265,CN1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,2
9.96,34,1.7569,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47d80>,485.232142232,132.02999999999997,3,9,6,5,3,-1.7569000000000004,-1.7487838346284847,1254.248645028458,199.0057248678353,CN1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,2
9.97,32,1.808,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47df0>,487.1654413099999,148.95,3,7,7,4,2,-1.8079999999999992,-1.7636129690694933,1034.385762304323,187.38063040989718,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(OP(=O)(O)O)C2)CC1,2
9.97,34,1.866,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47e60>,486.21615782000003,129.23000000000002,2,9,6,5,3,-1.8659999999999997,-1.6632918470627003,1256.0230825392753,198.56940791373415,COC1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,2
10.01,25,2.2725,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47ed0>,338.14912381600004,96.02999999999999,2,6,3,4,3,-2.2725,-1.2947267884840346,908.7992804089257,143.80685093736253,COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.03,24,2.0526,<rdkit.Chem.rdchem.Mol object at 0x7b8058a47f40>,322.154209196,86.8,2,5,3,4,3,-2.0526,-1.1921373401797606,889.4279691660065,138.69330570785561,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.05,30,1.8528,<rdkit.Chem.rdchem.Mol object at 0x7b8058638040>,430.1787096920001,124.10000000000001,3,7,6,4,3,-1.8527999999999996,-1.6089255154588407,1130.2820482127797,175.18161959561277,CC(C)CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.06,26,2.75112,<rdkit.Chem.rdchem.Mol object at 0x7b80586380b0>,350.185509324,86.8,2,5,3,4,3,-2.7511200000000002,-1.250429107938753,950.1072708425824,151.4231899366488,CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,2
10.07,25,2.4427,<rdkit.Chem.rdchem.Mol object at 0x7b8058638120>,336.16985926,86.8,2,5,4,4,3,-2.4427000000000003,-1.2364684264697514,905.2274986842199,145.05824782225224,CCC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.08,37,2.2748,<rdkit.Chem.rdchem.Mol object at 0x7b8058638190>,527.279092424,123.24,2,9,7,5,3,-2.274800000000001,-1.8062511981642775,1334.9358128928686,218.31052269762043,CC(C)CS(=O)(=O)N1CC(C)CC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.1,29,2.277,<rdkit.Chem.rdchem.Mol object at 0x7b8058638200>,415.17904404000006,116.76,2,7,6,4,3,-2.277,-1.3455418481402326,1096.640537489842,169.60703382436324,CC(C)CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,2
10.11,36,1.14238,<rdkit.Chem.rdchem.Mol object at 0x7b8058638270>,510.22739120000006,147.02999999999997,2,10,6,5,3,-1.1423800000000004,-1.6673355511900358,1377.0373802196411,209.9732181502959,CC1CC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)CC#N)C1,2
10.12,25,2.4427,<rdkit.Chem.rdchem.Mol object at 0x7b80586382e0>,336.16985926,86.8,2,5,3,4,3,-2.4427000000000003,-1.2471021898930188,897.2274986842198,145.05824782225224,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,2
10.12,31,2.9989,<rdkit.Chem.rdchem.Mol object at 0x7b8058638350>,461.166765104,116.75999999999998,2,8,7,4,3,-2.998900000000001,-1.3635530287476674,1163.2996728419319,186.0950859641252,CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC(C)C)C2)n1,2
10.12,31,1.3091,<rdkit.Chem.rdchem.Mol object at 0x7b80586383c0>,446.18485769200004,138.01999999999998,3,9,8,4,3,-1.3090999999999995,-1.6637185471319282,1150.0153279859906,180.27044123747817,COCCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
10.14,28,1.2594,<rdkit.Chem.rdchem.Mol object at 0x7b8058638430>,403.142658532,125.99,2,8,5,4,3,-1.2593999999999996,-1.32240564733313,1099.0790058986008,161.990694825077,COc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
10.15,34,1.3911,<rdkit.Chem.rdchem.Mol object at 0x7b80586384a0>,485.232142232,123.24,2,9,6,5,3,-1.3911000000000004,-1.6677013065621824,1276.3707936601024,199.21569635443063,CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,2
10.17,29,2.882,<rdkit.Chem.rdchem.Mol object at 0x7b8058638510>,414.18379507200007,103.86999999999999,2,6,6,4,3,-2.8820000000000006,-1.3843492991669353,1097.0543077975994,170.38738584341675,CCCS(=O)(=O)N1CC(C)CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.18,30,0.655,<rdkit.Chem.rdchem.Mol object at 0x7b8058638580>,432.1692076280001,149.01999999999998,4,9,7,4,3,-0.6550000000000001,-1.7143369763319607,1133.4168475867286,173.5861876457707,CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.19,33,1.6805,<rdkit.Chem.rdchem.Mol object at 0x7b80586385f0>,493.1565943440001,150.89999999999998,2,9,7,4,3,-1.6804999999999997,-1.3794190182477213,1370.0660206969083,192.59737432054644,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(S(C)(=O)=O)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.23,36,2.0288,<rdkit.Chem.rdchem.Mol object at 0x7b8058638660>,513.2634423600001,123.24,2,9,7,5,3,-2.028800000000001,-1.7597697415980857,1301.9144159453801,211.94558058322377,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(C)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.24,29,2.277,<rdkit.Chem.rdchem.Mol object at 0x7b80586386d0>,415.17904404000006,116.76,2,7,6,4,3,-2.277,-1.365262069058789,1096.640537489842,169.60703382436324,CC(C)CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,2
10.26,32,2.343,<rdkit.Chem.rdchem.Mol object at 0x7b8058638740>,458.22124320000006,120.00000000000001,2,8,7,4,3,-2.342999999999999,-1.5332671220347596,1191.4827375563646,188.0967517233598,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N(C)C)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.31,35,2.1136,<rdkit.Chem.rdchem.Mol object at 0x7b80586387b0>,500.23180788400003,129.23000000000002,2,9,7,5,3,-2.1136,-1.7004387788080109,1272.7619707821914,204.9343500281307,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.31,32,1.21058,<rdkit.Chem.rdchem.Mol object at 0x7b8058638820>,453.1695419760001,143.79000000000002,2,9,5,5,3,-1.2105799999999995,-1.3745593774494103,1293.88787900869,185.1185581369027,CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,2
10.33,26,2.6626,<rdkit.Chem.rdchem.Mol object at 0x7b8058638890>,352.16477388000004,96.02999999999999,2,6,3,4,3,-2.662600000000001,-1.3496918599141137,916.6951348150561,150.17179305175912,COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,2
10.33,27,2.16422,<rdkit.Chem.rdchem.Mol object at 0x7b8058638900>,386.15249494399995,103.86999999999999,2,6,4,4,3,-2.1642199999999994,-1.2524930910357008,1078.400305125814,157.65750161462358,Cc1ccc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
10.36,32,1.4336,<rdkit.Chem.rdchem.Mol object at 0x7b8058638970>,460.20050775600004,149.01999999999998,4,9,8,4,3,-1.4335999999999998,-1.7938873156160828,1178.5565141386087,186.31607187456396,CCC(CO)Nc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,2
10.38,29,2.636,<rdkit.Chem.rdchem.Mol object at 0x7b80586389e0>,412.16814500800007,103.86999999999999,2,6,6,5,3,-2.636,-1.3536522305128456,1124.7116667053872,169.3815546898875,O=S(=O)(CC1CC1)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.4,24,2.0526,<rdkit.Chem.rdchem.Mol object at 0x7b8058638a50>,322.154209196,86.8,2,5,3,4,3,-2.0526,-1.1921373401797606,889.4279691660065,138.69330570785561,CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.4,27,2.5092,<rdkit.Chem.rdchem.Mol object at 0x7b8058638ac0>,406.0978725280001,103.86999999999999,2,6,4,4,3,-2.5092,-1.1829672084479281,1083.9720868505194,161.59582572710863,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,2
10.42,29,2.7332,<rdkit.Chem.rdchem.Mol object at 0x7b8058638b30>,412.16814500800007,103.86999999999999,2,6,5,5,3,-2.733200000000001,-1.3261761482833143,1154.742745528715,169.38155468988754,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,2
10.44,28,1.691,<rdkit.Chem.rdchem.Mol object at 0x7b8058638ba0>,407.199110788,102.42,2,6,5,4,2,-1.6909999999999996,-1.4909564253889949,888.6136279189888,165.9232407537192,CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C)(O)C2)CC1,2
10.44,27,2.16422,<rdkit.Chem.rdchem.Mol object at 0x7b8058638c10>,386.15249494399995,103.86999999999999,2,6,4,4,3,-2.1642199999999994,-1.2658966782799626,1078.400305125814,157.65750161462358,Cc1c[nH]c2ncc(-c3cccnc3NC3CCCN(S(C)(=O)=O)C3)nc12,2
10.46,27,3.4585,<rdkit.Chem.rdchem.Mol object at 0x7b8058638c80>,376.16232926800006,69.72999999999999,2,5,4,4,3,-3.458500000000001,-1.2245679157309775,922.6010021953107,153.39333193098716,FC(F)(F)CN1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
10.48,29,1.99558,<rdkit.Chem.rdchem.Mol object at 0x7b8058638cf0>,411.14774391199995,127.66,2,7,5,4,3,-1.9955799999999997,-1.2927299910692085,1168.514417685224,168.4150234104889,CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(=O)(=O)CC#N)C1,2
10.53,26,1.8558,<rdkit.Chem.rdchem.Mol object at 0x7b8058638d60>,372.13684488000007,103.86999999999999,2,6,4,4,3,-1.8557999999999997,-1.2475404659560896,1032.4189533389197,151.29255950022693,CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,2
